Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
detroit-marathon-personalized-race-print,,,,,,,,,24x36,,,Natural Oak,,,,,m7177gixitl-s1p-24x36-na-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/55684e42-0cb2-427c-9f90-aa368fdf43b8.preview.lg.jpg?v=1765585909,lb,,,,,,,,,
detroit-marathon-personalized-race-print,,,,,,,,,24x36,,,Black Oak,,,,,m7177gixitl-s1p-24x36-bl-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/55684e42-0cb2-427c-9f90-aa368fdf43b8.preview.lg.jpg?v=1765585909,lb,,,,,,,,,
eugene,Eugene Marathon (+ Half Marathon) Personalized Poster,"<p><strong>Trackstar is the Official Poster Partner of the Eugene Marathon.</strong><br><br>Trackstar's Eugene Marathon poster is a customizable print featuring your runner's name, official time, pace, and race-day weather.</p>
<p>This thoughtful and beautifully made race poster is the best and easiest way to show your runner that you love them.</p>
<p>Each poster is personalized with:</p>
<p>- The runner’s name, bib number, finish time, pace</p>
<p>- The official race date</p>
<p>- Actual race-day weather</p>
<p>- And a beautifully illustrated race course map</p>
<p>Choose from framed or unframed, and we’ll handle the rest. Just give us the runner’s name and we’ll make you look like the most thoughtful gift-giver alive.</p>
<p><strong>100% Accuracy Guarantee</strong></p>
<p>If we get the name, time, or bib wrong—we’ll remake or refund it, no questions asked.</p>
<p><strong>Timeline</strong></p>
<p>Your order will be delivered less than 7-10 days after you place it. If you order before the race, it will be delivered less than 7-10 days after race day.</p>",Artelo,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints","","partner, personalized, YGroup_personalized",true,Size,8x10,,Frame,Unframed,,,,,eugene-s1p-8x10-unf-am,96.932689469,,continue,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/404f8c7f-d0ec-4dcf-8a5b-84f55883fa42.preview.lg.jpg?v=1774491941,1,"",false,,,500044,,,,,,,,,,,,'58,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/8c469cd9-d546-4224-a74b-41b6922efd45.preview.lg.jpg?v=1774491941,lb,,,true,,,true,,,active
eugene,,,,,,,,,8x10,,,Natural Oak,,,,,eugene-s1p-8x10-na-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/97f21d75-7b92-4970-bf13-744e8e1c5cce.preview.lg.jpg?v=1774491941,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/97f21d75-7b92-4970-bf13-744e8e1c5cce.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,8x10,,,Black Oak,,,,,eugene-s1p-8x10-bl-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/8c469cd9-d546-4224-a74b-41b6922efd45.preview.lg.jpg?v=1774491941,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/404f8c7f-d0ec-4dcf-8a5b-84f55883fa42.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,12x18,,,Unframed,,,,,eugene-s1p-12x18-unf-am,196.496214684,,continue,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc75c1de-5e72-44d0-942d-81962a26605e.preview.lg.jpg?v=1774491941,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/8c469cd9-d546-4224-a74b-41b6922efd45.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,12x18,,,Natural Oak,,,,,eugene-s1p-12x18-na-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/9b97e69a-f03c-47f5-a035-0bff0b290713.preview.lg.jpg?v=1774491941,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/97f21d75-7b92-4970-bf13-744e8e1c5cce.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,12x18,,,Black Oak,,,,,eugene-s1p-12x18-bl-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/a4803243-3653-4d7a-8fb5-769ea571c339.preview.lg.jpg?v=1774491941,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/404f8c7f-d0ec-4dcf-8a5b-84f55883fa42.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,16x24,,,Unframed,,,,,eugene-s1p-16x24-unf-am,221.398435797,,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/1c76990f-9391-4818-ae69-512cefb181b4.preview.lg.jpg?v=1774491941,7,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/8c469cd9-d546-4224-a74b-41b6922efd45.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,16x24,,,Natural Oak,,,,,eugene-s1p-16x24-na-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/781eee42-cda5-46ec-9ee5-ce82ab319c65.preview.lg.jpg?v=1774491941,8,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/97f21d75-7b92-4970-bf13-744e8e1c5cce.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,16x24,,,Black Oak,,,,,eugene-s1p-16x24-bl-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/ca194d99-212f-42fd-8497-38f66b731456.preview.lg.jpg?v=1774491941,9,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/404f8c7f-d0ec-4dcf-8a5b-84f55883fa42.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,24x36,,,Unframed,,,,,eugene-s1p-24x36-unf-am,326.631865637,,continue,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/e7392844-2eef-49b4-98cc-32b1ba63317d.preview.lg.jpg?v=1774491941,10,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/8c469cd9-d546-4224-a74b-41b6922efd45.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,24x36,,,Natural Oak,,,,,eugene-s1p-24x36-na-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/97f21d75-7b92-4970-bf13-744e8e1c5cce.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
eugene,,,,,,,,,24x36,,,Black Oak,,,,,eugene-s1p-24x36-bl-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/404f8c7f-d0ec-4dcf-8a5b-84f55883fa42.preview.lg.jpg?v=1774491941,lb,,,,,,,,,
flm,Ft. Lauderdale Marathon Personalized Race Print,"<p><em>*Disclaimer: This artwork is an independent commemorative piece and is not affiliated with or endorsed by the </em>Ft. Lauderdale<em> Marathon.</em></p><p>Trackstar's Ft. Lauderdale Marathon print is a customizable print featuring your runner's name, official time, pace, and race-day weather.</p><p>This thoughtful and beautifully made race print is the best and easiest way to show your runner that you love them.</p><p>Each print is personalized with:</p><ul class=""nml__editor__content__bullet__list"">
<li class=""nml__editor__content__listItem""><p>The runner’s name, bib number, finish time, pace</p></li>
<li class=""nml__editor__content__listItem""><p>The official race date</p></li>
<li class=""nml__editor__content__listItem""><p>Actual race-day weather</p></li>
<li class=""nml__editor__content__listItem""><p>And a beautifully illustrated race course map</p></li>
</ul>",Artelo,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints","","personalized, YGroup_personalized",true,Size,8x10,,Frame,Unframed,,,,,g2pn3evde0s-s1p-8x10-unf-am,96.932689469,,continue,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,1,"",false,,,500044,,,,,,,,,,,,'58,metal; wood,black; green,framed; modern; unframed,sports; art; travel,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,true,,,true,,,active
flm,,,,,,,,,8x10,,,Natural Oak,,,,,g2pn3evde0s-s1p-8x10-na-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/b78c9358-c596-4694-af2e-cd48811ec9ac.preview.lg.jpg?v=1771882384,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,8x10,,,Black Oak,,,,,g2pn3evde0s-s1p-8x10-bl-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/e97bb934-da6e-4398-b1ea-a48e91f047c4.preview.lg.jpg?v=1771882384,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,12x18,,,Unframed,,,,,g2pn3evde0s-s1p-12x18-unf-am,196.496214684,,continue,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/7f2e2a7c-a5c2-40d7-ab81-416405040120.preview.lg.jpg?v=1771882384,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,12x18,,,Natural Oak,,,,,g2pn3evde0s-s1p-12x18-na-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/351c5e7e-8260-44c0-8320-23e325d14156.preview.lg.jpg?v=1771882384,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,12x18,,,Black Oak,,,,,g2pn3evde0s-s1p-12x18-bl-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/4ed88f42-4569-446b-b3cf-77a0bdd5f425.preview.lg.jpg?v=1771882384,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,16x24,,,Unframed,,,,,g2pn3evde0s-s1p-16x24-unf-am,221.398435797,,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/791fce26-ddf5-4b3c-883c-9576ffb81358.preview.lg.jpg?v=1771882384,7,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,16x24,,,Natural Oak,,,,,g2pn3evde0s-s1p-16x24-na-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/47bd1828-07e8-49f4-b18b-4b753f14d5c5.preview.lg.jpg?v=1771882384,8,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,16x24,,,Black Oak,,,,,g2pn3evde0s-s1p-16x24-bl-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/69ac22ed-ce64-4b53-beed-f129a0e9039e.preview.lg.jpg?v=1771882384,9,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,24x36,,,Unframed,,,,,g2pn3evde0s-s1p-24x36-unf-am,326.631865637,,continue,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/0c872363-70df-47da-af16-6d263eb462fb.preview.lg.jpg?v=1771882384,10,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,24x36,,,Natural Oak,,,,,g2pn3evde0s-s1p-24x36-na-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
flm,,,,,,,,,24x36,,,Black Oak,,,,,g2pn3evde0s-s1p-24x36-bl-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/dc073f05-9c34-4d56-9b70-b9aaa29f319e.preview.lg.jpg?v=1771882384,lb,,,,,,,,,
grandmas-marathon,Grandma's Marathon Personalized Race Print,"<p><em>*Disclaimer: This artwork is an independent commemorative piece and is not affiliated with or endorsed by Grandma's Marathon.</em></p>
<p>Trackstar's Grandma's Marathon print is a customizable print featuring the runner's name, official time, pace, and race-day weather.</p>
<p>Each print is personalized with:</p>
<ul class=""nml__editor__content__bullet__list"">
<li class=""nml__editor__content__listItem"">
<p><span></span>The runner’s name, bib number, finish time, pace</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>The official race date</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>Actual race-day weather</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>And a beautifully illustrated race course map</p>
</li>
</ul>",Artelo,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints","","personalized, YGroup_personalized",true,Size,8x10,,Frame,Unframed,,,,,4tus04c8kgv-s1p-8x10-unf-am,96.932689469,,continue,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,1,"",false,,,500044,,,,,,,,,,,,'58,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,true,,,true,,,unlisted
grandmas-marathon,,,,,,,,,8x10,,,Natural Oak,,,,,4tus04c8kgv-s1p-8x10-na-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/96f27c60-4eed-4d21-9c80-c3be9a385ecb.preview.lg.jpg?v=1764660631,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,8x10,,,Black Oak,,,,,4tus04c8kgv-s1p-8x10-bl-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/ae05c8d7-6371-41ef-9dbf-8c755e1938bf.preview.lg.jpg?v=1764660600,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,12x18,,,Unframed,,,,,4tus04c8kgv-s1p-12x18-unf-am,196.496214684,,continue,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/b2bba747-ee89-47de-8f39-737dfdd17710.preview.lg.jpg?v=1764660599,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,12x18,,,Natural Oak,,,,,4tus04c8kgv-s1p-12x18-na-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/6478d388-cfc7-4342-9b0f-ff6027370e71.preview.lg.jpg?v=1764660600,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,12x18,,,Black Oak,,,,,4tus04c8kgv-s1p-12x18-bl-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/b4b8686e-dfec-439b-a8e4-9d116620d489.preview.lg.jpg?v=1764660600,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,16x24,,,Unframed,,,,,4tus04c8kgv-s1p-16x24-unf-am,221.398435797,,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/9aca96fe-af5c-4794-a053-275ec9fb1169.preview.lg.jpg?v=1764660600,7,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,16x24,,,Natural Oak,,,,,4tus04c8kgv-s1p-16x24-na-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/beb04ae0-6d9f-4513-8849-95799f5ff6c1.preview.lg.jpg?v=1764660600,8,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,16x24,,,Black Oak,,,,,4tus04c8kgv-s1p-16x24-bl-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/805d9d91-2f63-4c68-bd2b-a5d780231527.preview.lg.jpg?v=1764660600,9,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,24x36,,,Unframed,,,,,4tus04c8kgv-s1p-24x36-unf-am,326.631865637,,continue,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/b6a0a019-9f15-4dc2-9690-2d300876903b.preview.lg.jpg?v=1764660600,10,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,24x36,,,Natural Oak,,,,,4tus04c8kgv-s1p-24x36-na-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
grandmas-marathon,,,,,,,,,24x36,,,Black Oak,,,,,4tus04c8kgv-s1p-24x36-bl-oak-am,6750.633805762,,continue,manual,250.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/923fb73d-0a5f-44db-835b-1d55b171c59d.preview.lg.jpg?v=1764660631,lb,,,,,,,,,
honolulu-marathon,Honolulu Marathon Personalized Race Print,"<p><em>*Disclaimer: This artwork is an independent commemorative piece and is not affiliated with or endorsed by the Honolulu Marathon.</em></p>
<p>Trackstar's Honolulu Marathon print is a customizable print featuring your runner's name, official time, pace, and race-day weather.</p>
<p>This thoughtful and beautifully made race print is the best and easiest way to show your runner that you love them.</p>
<p>Each print is personalized with:</p>
<ul class=""nml__editor__content__bullet__list"">
<li class=""nml__editor__content__listItem"">
<p><span></span>The runner’s name, bib number, finish time, pace</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>The official race date</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>Actual race-day weather</p>
</li>
<li class=""nml__editor__content__listItem"">
<p><span></span>And a beautifully illustrated race course map</p>
</li>
</ul>",Artelo,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints","","personalized, YGroup_personalized",true,Size,8x10,,Frame,Unframed,,,,,h8ekb0zq7kg-s1p-8x10-unf-am,96.932689469,,continue,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,1,"",false,,,,,,,,,,,,,,,'58,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,true,,,true,,,active
honolulu-marathon,,,,,,,,,8x10,,,Natural Oak,,,,,h8ekb0zq7kg-s1p-8x10-na-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/5f4b1345-c4c8-4cf4-85fb-7e4ec68d7552.preview.lg.jpg?v=1759513804,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,8x10,,,Black Oak,,,,,h8ekb0zq7kg-s1p-8x10-bl-oak-am,777.774836839,,continue,manual,85.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/284a4725-0bac-4241-91ed-b6562f530f9e.preview.lg.jpg?v=1759513635,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,12x18,,,Unframed,,,,,h8ekb0zq7kg-s1p-12x18-unf-am,196.496214684,,continue,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/53c9216b-cff4-4f45-abaa-e60f7a78fd9a.preview.lg.jpg?v=1759513635,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,12x18,,,Natural Oak,,,,,h8ekb0zq7kg-s1p-12x18-na-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/d34345b0-320f-4a6d-b146-48bfb186fb29.preview.lg.jpg?v=1759513635,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,12x18,,,Black Oak,,,,,h8ekb0zq7kg-s1p-12x18-bl-pok-am,1846.438460559,,continue,manual,140.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/faa2f083-b25c-4bfd-9364-7237823f0258.preview.lg.jpg?v=1759513635,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,16x24,,,Unframed,,,,,h8ekb0zq7kg-s1p-16x24-unf-am,221.398435797,,continue,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/6900dce1-7df3-4283-89e8-0ca36f40eb7d.preview.lg.jpg?v=1759513635,7,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
honolulu-marathon,,,,,,,,,16x24,,,Natural Oak,,,,,h8ekb0zq7kg-s1p-16x24-na-pok-am,3232.117791672,,continue,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/da9281f3-a381-4085-9d16-8a4af78879ff.preview.lg.jpg?v=1759513635,8,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0662/7151/0811/files/57888bdb-1c6a-4945-adde-f7562b0fb646.preview.lg.jpg?v=1759513804,lb,,,,,,,,,
